1.0,2.0,-6.4435,55.133500000000005,1.0,2.0,24.345,24.345,1.0,2.0,21.97610031052689,26.71389968947311,1.0,2.0,48.69
1.0,3.0,-35.712,90.21100000000001,1.0,3.0,27.249500000000005,27.249500000000005,1.0,3.0,41.14583820052355,13.353161799476466,1.0,3.0,54.49900000000001
1.0,4.0,1.2895000000000039,27.756500000000003,1.0,4.0,14.522999999999996,14.523000000000007,1.0,4.0,19.479736796609508,9.566263203390502,1.0,4.0,29.046000000000006
1.0,5.0,-22.654500000000006,90.7485,1.0,5.0,34.047000000000004,34.04700000000001,1.0,5.0,80.75278560211727,-12.65878560211727,1.0,5.0,68.094
1.0,6.0,-131.543,183.87599999999998,1.0,6.0,26.166499999999985,26.166499999999957,1.0,6.0,134.3033946638589,-81.97039466385897,1.0,6.0,52.33299999999997
1.0,7.0,-169.80650000000003,246.37949999999995,1.0,7.0,38.28649999999999,38.286499999999975,1.0,7.0,-798.2255041975502,874.7985041975501,1.0,7.0,76.57299999999998
1.0,8.0,-5.361999999999995,48.35099999999999,1.0,8.0,21.494500000000002,21.494500000000002,1.0,8.0,19.41225786612786,23.576742133872138,1.0,8.0,42.989000000000004
1.0,9.0,0.5519999999999996,61.8409,1.0,9.0,31.19645,31.19645,1.0,9.0,50.25601062777265,12.13688937222733,1.0,9.0,62.3929
1.0,10.0,-31.127000000000002,75.53399999999999,1.0,10.0,22.203499999999984,22.20349999999999,1.0,10.0,30.274004140520915,14.132995859479074,1.0,10.0,44.407
1.0,12.0,-26.706999999999994,108.133,1.0,12.0,40.712999999999994,40.712999999999994,1.0,12.0,98.36660573754085,-16.940605737540892,1.0,12.0,81.42599999999999
1.0,13.0,-99.2425,183.4545,1.0,13.0,42.10600000000001,42.10600000000001,1.0,13.0,-136.3566401589718,220.5686401589718,1.0,13.0,84.21200000000002
1.0,14.0,5.688499999999991,45.963499999999996,1.0,14.0,25.825999999999993,25.826,1.0,14.0,25.432729021724924,26.219270978275077,1.0,14.0,51.65199999999999
1.0,15.0,-77.8845,117.11529999999999,1.0,15.0,19.615399999999994,19.615400000000005,1.0,15.0,30.42810780607718,8.802692193922802,1.0,15.0,39.23079999999996
1.0,16.0,-55.708000000000006,109.10900000000001,1.0,16.0,26.700500000000005,26.700500000000005,1.0,16.0,47.55111598852565,5.849884011474359,1.0,16.0,53.40100000000001
1.0,17.0,-82.4115,142.9595,1.0,17.0,30.274,30.273999999999997,1.0,17.0,68.85901447656754,-8.311014476567522,1.0,17.0,60.548
1.0,18.0,-118.48449999999998,190.9075,1.0,18.0,36.211500000000015,36.21149999999999,1.0,18.0,758.102132242929,-685.679132242929,1.0,18.0,72.42300000000003
1.0,19.0,-5.1514999999999915,34.307500000000005,1.0,19.0,14.578000000000017,14.578000000000007,1.0,19.0,19.314778820914697,9.84122117908531,1.0,19.0,29.156000000000013
1.0,20.0,-100.87525,187.32175,1.0,20.0,43.22324999999999,43.22324999999998,1.0,20.0,-58.785436473150035,145.23193647315003,1.0,20.0,86.44649999999999
1.0,21.0,18.111999999999995,33.370000000000005,1.0,21.0,25.740999999999993,25.740999999999993,1.0,21.0,30.233339177656674,21.248660822343325,1.0,21.0,51.482
1.0,22.0,-4.7165000000000035,65.0391,1.0,22.0,30.161299999999997,30.1613,1.0,22.0,41.07977637000539,19.242823629994618,1.0,22.0,60.3226
1.0,23.0,-28.317,73.42699999999999,1.0,23.0,22.554999999999986,22.554999999999986,1.0,23.0,28.70738735427004,16.402612645729942,1.0,23.0,45.11
1.0,24.0,-12.312999999999995,88.68719999999999,1.0,24.0,38.1871,38.187099999999994,1.0,24.0,53.07930695075083,23.294893049249175,1.0,24.0,76.3742
1.0,25.0,5.479500000000002,21.58917,1.0,25.0,13.534334999999999,13.534335,1.0,25.0,24.262255010133764,2.8064149898662407,1.0,25.0,27.068669999999997
1.0,26.0,-48.498000000000005,74.072,1.0,26.0,12.786999999999978,12.786999999999981,1.0,26.0,24.76763026426653,0.8063697357334441,1.0,26.0,25.573999999999998
1.0,27.0,-198.624,290.81300000000005,1.0,27.0,46.094500000000025,46.09449999999998,1.0,27.0,-50.52711065576717,142.71611065576718,1.0,27.0,92.18900000000002
1.0,28.0,-122.786,191.13,1.0,28.0,34.17200000000001,34.172,1.0,28.0,109.44490653866148,-41.10090653866149,1.0,28.0,68.344
1.0,29.0,-24.63000000000001,77.89599999999999,1.0,29.0,26.63299999999999,26.632999999999992,1.0,29.0,58.87379490141065,-5.6077949014106565,1.0,29.0,53.26599999999999
1.0,30.0,-117.934,230.12700000000007,1.0,30.0,56.0965,56.09649999999999,1.0,30.0,-21.04834638422436,133.24134638422436,1.0,30.0,112.19300000000003
1.0,31.0,6.640500000000003,38.675500000000014,1.0,31.0,22.658000000000015,22.658000000000015,1.0,31.0,22.580851146210364,22.73514885378966,1.0,31.0,45.316000000000024
2.0,1.0,55.133500000000005,-6.4435,2.0,1.0,24.345,24.345,2.0,1.0,26.71389968947311,21.97610031052689,2.0,3.0,45.45800000000003
2.0,3.0,-29.922999999999995,75.381,2.0,3.0,22.729000000000013,22.729000000000013,2.0,3.0,37.54516894226694,7.912831057733101,2.0,4.0,24.004000000000005
2.0,4.0,9.078000000000003,14.925999999999995,2.0,4.0,12.001999999999995,12.002000000000006,2.0,4.0,17.386811762025516,6.6171882379744815,2.0,5.0,60.46600000000001
2.0,5.0,-16.159,76.625,2.0,5.0,30.233000000000004,30.23300000000001,2.0,5.0,72.69856557042752,-12.232565570427518,2.0,6.0,44.53699999999998
2.0,6.0,-125.1315,169.66849999999997,2.0,6.0,22.268500000000003,22.268499999999978,2.0,6.0,121.34862381267477,-76.81162381267477,2.0,7.0,62.990999999999985
2.0,7.0,-166.28799999999998,229.27899999999997,2.0,7.0,31.495499999999964,31.49549999999995,2.0,7.0,-965.4976368359189,1028.488636835919,2.0,8.0,40.477999999999994
2.0,8.0,3.6920000000000073,36.78599999999999,2.0,8.0,20.238999999999997,20.238999999999997,2.0,8.0,20.660871103234058,19.817128896765944,2.0,9.0,53.9439
2.0,9.0,6.637000000000008,47.3069,2.0,9.0,26.971950000000007,26.971950000000007,2.0,9.0,46.20782086491923,7.736079135080779,2.0,10.0,37.756
2.0,10.0,-24.142999999999994,61.898999999999994,2.0,10.0,18.877999999999986,18.877999999999986,2.0,10.0,28.386230760930886,9.36976923906909,2.0,12.0,72.42399999999999
2.0,12.0,-20.8985,93.32249999999999,2.0,12.0,36.21200000000001,36.212,2.0,12.0,93.40720433656888,-20.98320433656889,2.0,13.0,73.08000000000001
2.0,13.0,-94.499,167.579,2.0,13.0,36.540000000000006,36.53999999999998,2.0,13.0,-131.92357279846675,205.00357279846673,2.0,14.0,45.14299999999999
2.0,14.0,12.743500000000004,32.399499999999996,2.0,14.0,22.571500000000007,22.5715,2.0,14.0,25.17891593644258,19.964084063557422,2.0,15.0,31.744800000000026
2.0,15.0,-71.31799999999998,103.0628,2.0,15.0,15.872399999999999,15.872400000000017,2.0,15.0,27.875347615437704,3.869452384562315,2.0,16.0,46.579000000000036
2.0,16.0,-48.809499999999986,95.38850000000001,2.0,16.0,23.289500000000004,23.28950000000001,2.0,16.0,45.031616687260055,1.5473833127399708,2.0,17.0,53.387
2.0,17.0,-75.6825,129.0695,2.0,17.0,26.693499999999986,26.693500000000004,2.0,17.0,65.15278356973229,-11.765783569732292,2.0,18.0,63.43700000000001
2.0,18.0,-112.66799999999999,176.105,2.0,18.0,31.718500000000006,31.71849999999999,2.0,18.0,562.7553337623483,-499.31833376234835,2.0,19.0,22.900999999999996
2.0,19.0,2.0305000000000035,20.870499999999996,2.0,19.0,11.450500000000005,11.450500000000005,2.0,19.0,16.630314163583,6.270685836417005,2.0,20.0,74.76800000000003
2.0,20.0,-96.40499999999999,171.173,2.0,20.0,37.384,37.38399999999997,2.0,20.0,-56.121398387401186,130.88939838740117,2.0,21.0,52.83700000000002
2.0,21.0,29.09900000000001,23.738000000000014,2.0,21.0,26.41850000000001,26.41850000000001,2.0,21.0,34.7552294134713,18.08177058652872,2.0,22.0,54.58160000000002
2.0,22.0,2.722500000000011,51.859100000000005,2.0,22.0,27.29080000000001,27.29080000000001,2.0,22.0,40.95522556851388,13.626374431486141,2.0,23.0,38.619
2.0,23.0,-21.252999999999986,59.872,2.0,23.0,19.3095,19.3095,2.0,23.0,26.80881716334507,11.810182836654938,2.0,24.0,70.8632
2.0,24.0,-4.758999999999993,75.62219999999999,2.0,24.0,35.43160000000001,35.4316,2.0,24.0,54.76082550830017,16.102374491699834,2.0,25.0,26.053670000000004
2.0,25.0,15.281500000000008,10.772170000000003,2.0,25.0,13.026835000000005,13.026835000000004,2.0,25.0,23.503297109305194,2.5503728906948133,2.0,26.0,18.099999999999994
2.0,26.0,-41.9255,60.025499999999994,2.0,26.0,9.049999999999997,9.049999999999986,2.0,26.0,20.39719137787641,-2.2971913778764232,2.0,27.0,77.08500000000004
2.0,27.0,-195.86649999999997,272.9515,2.0,27.0,38.54250000000003,38.54249999999999,2.0,27.0,-45.34564355952857,122.43064355952858,2.0,28.0,62.52000000000004
2.0,28.0,-115.38850000000001,177.9085,2.0,28.0,31.25999999999999,31.25999999999998,2.0,28.0,106.7965232109189,-44.276523210918924,2.0,29.0,48.85500000000002
2.0,29.0,-16.525999999999982,65.381,2.0,29.0,24.427500000000023,24.427500000000013,2.0,29.0,58.1647470366017,-9.309747036601678,2.0,30.0,98.64800000000005
2.0,30.0,-114.39699999999999,213.04500000000002,2.0,30.0,49.324000000000005,49.32400000000001,2.0,30.0,-18.66834078455431,117.31634078455434,2.0,31.0,41.34000000000002
2.0,31.0,14.96200000000001,26.378000000000007,2.0,31.0,20.67000000000001,20.67000000000001,2.0,31.0,23.31561418131453,18.024385818685495,3.0,4.0,31.959999999999994
3.0,1.0,90.21100000000001,-35.712,3.0,1.0,27.249500000000005,27.249500000000005,3.0,1.0,13.353161799476466,41.14583820052355,3.0,5.0,61.96000000000001
3.0,2.0,75.381,-29.922999999999995,3.0,2.0,22.729000000000013,22.729000000000013,3.0,2.0,7.912831057733101,37.54516894226694,3.0,6.0,40.351
3.0,4.0,46.9245,-14.964500000000001,3.0,4.0,15.980000000000011,15.98,3.0,4.0,18.858265316433716,13.101734683566285,3.0,7.0,62.16030000000001
